Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P9WKA7	reviewed	Y3480_MYCTU	Putative diacyglycerol O-acyltransferase Rv3480c (EC 2.3.1.20) (Putative triacylglycerol synthase Rv3480c)	Rv3480c MTCY13E12.33c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	497
P9WKA9	reviewed	Y3371_MYCTU	Putative diacyglycerol O-acyltransferase Rv3371 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv3371)	Rv3371 MTV004.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446
P9WKB1	reviewed	Y3087_MYCTU	Putative diacyglycerol O-acyltransferase Rv3087 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv3087)	Rv3087 MTV013.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472
P9WKB5	reviewed	Y2285_MYCTU	Putative diacyglycerol O-acyltransferase Rv2285 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv2285)	Rv2285 MTCY339.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	445
P9WKB9	reviewed	Y1760_MYCTU	Putative diacyglycerol O-acyltransferase Rv1760 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv1760)	Rv1760 MTCY28.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	502
P9WKC5	reviewed	TGS3_MYCTU	Probable diacyglycerol O-acyltransferase tgs3 (TGS3) (EC 2.3.1.20) (Probable triacylglycerol synthase tgs3)	tgs3 Rv3234c MTCY20B11.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	271
P9WKD5	reviewed	PURNU_MYCTU	Purine nucleoside phosphorylase Rv2149c (EC 2.4.2.1) (Adenosine deaminase Rv2149c) (EC 3.5.4.4) (S-methyl-5'-thioadenosine phosphorylase Rv2149c) (EC 2.4.2.28)	Rv2149c MTCY270.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WKD9	reviewed	KU_MYCTU	Non-homologous end joining protein Ku (Mt-Ku)	mku Rv0937c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273
P9WKE9	reviewed	KGUA_MYCTU	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk Rv1389 MTCY21B4.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	208
P9WKF7	reviewed	MBTG_MYCTU	L-lysine N6-monooxygenase MbtG (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase) (Mycobactin synthase protein G)	mbtG Rv2378c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431
P9WKG1	reviewed	ISPH2_MYCTU	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2 (HDR 2) (HMBPP reductase 2) (EC 1.17.7.4)	ispH2 lytB2 Rv1110 MTV017.63	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	335
P9WKG5	reviewed	ISPF_MYCTU	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF Rv3581c MTCY06G11.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	159
P9WKG7	reviewed	ISPE_MYCTU	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase) [Cleaved into: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, propeptide removed]	ispE Rv1011 MTCI237.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	318
P9WKG9	reviewed	ISPD_MYCTU	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD Rv3582c MTCY06G11.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231
P9WKI1	reviewed	INO1_MYCTU	Inositol-3-phosphate synthase (IPS) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase)	ino1 Rv0046c MTCY21D4.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	367
P9WKI3	reviewed	GUAB1_MYCTU	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate reductase) (GMPR)	guaB1 Rv1843c MTCY1A11.01 MTCY359.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	479
P9WKJ3	reviewed	ILVH_MYCTU	Putative acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	ilvH ilvN Rv3002c MTV012.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	168
P9WKK9	reviewed	LEU3_MYCTU	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	leuB Rv2995c MTV012.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	336
P9WKL1	reviewed	IDH_MYCTU	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd Rv3339c MTV016.39c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	409
P9WKV3	reviewed	LDT5_MYCTU	L,D-transpeptidase 5 (LDT 5) (EC 2.3.2.-) (Ldt(Mt5))	lprQ Rv0483 MTCY20G9.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	451
P9WKX3	reviewed	BPA_MYCTU	Bacterial proteasome activator	bpa Rv3780 MTCY13D12.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174
P9WKZ3	reviewed	SUGFT_MYCTU	dTDP-4-amino-4,6-dideoxyglucose formyltransferase (dTDP-Qui4N formyltransferase) (EC 2.1.2.-) (Sugar N-formyltransferase Rv3404c)	Rv3404c MTCY78.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	234
P9WL45	reviewed	CHDC_MYCTU	Coproheme decarboxylase (EC 1.3.98.5) (Coproheme III oxidative decarboxylase) (Hydrogen peroxide-dependent heme synthase) (Iron-coproporphyrin oxidative decarboxylase)	chdC hemQ Rv2676c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231
P9WM25	reviewed	AOSR_MYCTU	Oxidative stress regulator AosR (Actinomycetes oxidative stress regulator)	aosR Rv1332 MTCY130.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	218
P9WM53	reviewed	UDGB_MYCTU	Type-5 uracil-DNA glycosylase (EC 3.2.2.-)	udgB Rv1259 MTCY50.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268
P9WMB5	reviewed	ACYLT_MYCTU	Phosphatidylinositol mannoside acyltransferase (PIM acyltransferase) (EC 2.3.1.265)	patA Rv2611c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	316
P9WME9	reviewed	HTMR_MYCTU	HTH-type transcriptional repressor Rv2887	Rv2887 MTCY274.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139
P9WMI1	reviewed	RAMB_MYCTU	HTH-type transcriptional regulator RamB (icl1 and ramB operon repressor protein)	ramB Rv0465c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	474
P9WMJ3	reviewed	VIRS_MYCTU	HTH-type transcriptional regulator VirS (Virulence-regulating protein VirS)	virS Rv3082c MTV013.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340
P9WMJ5	reviewed	BLAI_MYCTU	Transcriptional regulator BlaI	blaI Rv1846c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	138
P9WMM5	reviewed	HIS4_MYCTU	Phosphoribosyl isomerase A (1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase) (EC 5.3.1.16) (N-(5'-phosphoribosyl)anthranilate isomerase) (PRAI) (EC 5.3.1.24) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	priA hisA Rv1603 MTCY336.01c MTV046.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244
P9WMN1	reviewed	HIS1_MYCTU	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Rv2121c MTCY261.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	284
P9WMQ5	reviewed	MFD_MYCTU	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd Rv1020 MTCY10G2.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1234
P9WMR7	reviewed	IXTPA_MYCTU	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	Rv1341 MTCY02B10.05 MTCY130.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	204
P9WMS9	reviewed	AGBR_MYCTU	Arabinogalactan biosynthesis recruiting protein Rv3789	Rv3789 MTCY13D12.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	121
P9WMV9	reviewed	CHOD_MYCTU	Cholesterol oxidase (EC 1.1.3.6) (Cholesterol isomerase) (EC 5.3.3.1)	choD Rv3409c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	578
P9WMW5	reviewed	WECA_MYCTU	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.35) (Decaprenyl-phosphate GlcNAc-1-phosphate transferase) (Decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase) (UDP-GlcNAc:decaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe Rv1302 MTCY373.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404
P9WMY7	reviewed	MSHA_MYCTU	D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase)	mshA Rv0486 MTCY20G9.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	480
P9WMY9	reviewed	GLGSY_MYCTU	Glycogen synthase (EC 2.4.1.11) (Alpha-1,4-glucosyltransferase Rv3032) (UDP-glucose--glycogen glucosyltransferase)	Rv3032	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	414
P9WMZ3	reviewed	PIMB_MYCTU	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase (EC 2.4.1.346) (Alpha-D-mannose-alpha-(1-6)-phosphatidylmyo-inositol-mannosyltransferase) (Alpha-mannosyltransferase) (Alpha-ManT) (Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase) (Phosphatidylinositol alpha-mannosyltransferase) (PI alpha-mannosyltransferase)	pimB Rv2188c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	385
P9WN05	reviewed	PMT_MYCTU	Probable dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	pmt Rv1002c MTCI237.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	522
P9WN15	reviewed	Y2006_MYCTU	Uncharacterized glycosyl hydrolase Rv2006 (EC 3.2.1.-)	Rv2006 MTCY39.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1327
P9WN27	reviewed	GLNE_MYCTU	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE Rv2221c MTCY190.32c MTCY427.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	994
P9WN37	reviewed	GLN1A_MYCTU	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I alpha) (GSI alpha)	glnA2 Rv2222c MTCY190.33c MTCY427.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446
P9WN43	reviewed	GLGC_MYCTU	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Rv1213 MTCI364.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404
P9WN49	reviewed	GLMS_MYCTU	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS Rv3436c MTCY77.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	624
P9WN65	reviewed	RMLB_MYCTU	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	rmlB rfbB Rv3464	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	331
P9WN75	reviewed	GPDA1_MYCTU	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 1 (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase 1) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase 1)	gpsA1 gpdA1 Rv0564c MTV039.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	341
P9WN77	reviewed	GPDA2_MYCTU	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 2 (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase 2) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase 2)	gpsA2 gpdA2 Rv2982c MTCY349.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	334
P9WN87	reviewed	FURA_MYCTU	Transcriptional regulator FurA	furA fur Rv1909c MTCY180.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	147
P9WN91	reviewed	FRDA_MYCTU	Fumarate reductase flavoprotein subunit (EC 1.3.5.1) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit)	frdA Rv1552 MTCY48.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	583
P9WN97	reviewed	FTSW_MYCTU	Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.99.28) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	ftsW Rv2154c MTCY270.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	524
P9WNA5	reviewed	ECCC5_MYCTU	ESX-5 secretion system protein EccC5 (ESX conserved component C5) (Type VII secretion system protein EccC5) (T7SS protein EccC5)	eccC5 Rv1783	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1391
P9WND9	reviewed	HSAB_MYCTU	Flavin-dependent monooxygenase, reductase subunit HsaB (EC 1.5.1.36) (3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4-hydroxylase, reductase subunit) (Flavin:NADH reductase)	hsaB Rv3567c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	187
P9WNE3	reviewed	CPFC_MYCTU	Coproporphyrin III ferrochelatase (EC 4.99.1.9)	cpfC hemH hemZ Rv1485 MTCY277.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	344
P9WNE9	reviewed	DESET_MYCTU	NADPH oxidoreductase (EC 1.-.-.-) (Stearoyl-CoA 9-desaturase electron transfer partner)	Rv3230c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	380
P9WNF3	reviewed	MP83_MYCTU	Cell surface glycolipoprotein MPT83 (Lipoprotein p23)	mpt83 Rv2873 MTCY274.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	220
P9WNF7	reviewed	MYMA_MYCTU	Putative FAD-containing monooxygenase MymA (EC 1.14.13.-)	mymA Rv3083	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	495
P9WNG5	reviewed	FABD_MYCTU	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD Rv2243 MTCY427.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302
P9WNK3	reviewed	ESXH_MYCTU	ESAT-6-like protein EsxH (10 kDa antigen CFP7) (CFP-7) (Low molecular weight protein antigen 7) (Protein TB10.4)	esxH cfp7 Rv0288 MTV035.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	96
P9WNL5	reviewed	EMBC_MYCTU	Probable arabinosyltransferase C (EC 2.4.2.-)	embC Rv3793 MTCY13D12.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1094
P9WNL9	reviewed	EMBA_MYCTU	Probable arabinosyltransferase A (EC 2.4.2.-)	embA Rv3794 MTCY13D12.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1094
P9WNN1	reviewed	EFTU_MYCTU	Elongation factor Tu (EF-Tu)	tuf Rv0685 MTCY210.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396
P9WNQ7	reviewed	ECCD1_MYCTU	ESX-1 secretion system protein EccD1 (ESX conserved component D1) (Snm4 secretory protein) (Type VII secretion system protein EccD1) (T7SS protein EccD1)	eccD1 snm4 Rv3877	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	511
P9WNS1	reviewed	DXR_MYCTU	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr Rv2870c MTCY274.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	413
P9WNS3	reviewed	DXS_MYCTU	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs Rv2682c MTCY05A6.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	638
P9WNS5	reviewed	DUT_MYCTU	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut Rv2697c MTCY05A6.18c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	154
P9WNT3	reviewed	DPO41_MYCTU	DNA polymerase IV 1 (Pol IV 1) (EC 2.7.7.7)	dinB1 dinX Rv1537 MTCY48.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	468
P9WNT5	reviewed	DNAE2_MYCTU	Error-prone DNA polymerase (EC 2.7.7.7)	dnaE2 Rv3370c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1098
P9WNT9	reviewed	DPO3X_MYCTU	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX dnaZX Rv3721c MTV025.069c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	578
P9WNU1	reviewed	DPO3B_MYCTU	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta) (Mtb beta-clamp)	dnaN Rv0002 MTCY10H4.0 MTV029.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	402
P9WNU5	reviewed	DPO1_MYCTU	DNA polymerase I (POL I) (EC 2.7.7.7)	polA Rv1629 MTCY01B2.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	904
P9WNV7	reviewed	DNAJ2_MYCTU	Chaperone protein DnaJ 2	dnaJ2 Rv2373c MTCY27.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	382
P9WNV9	reviewed	DNAJ1_MYCTU	Chaperone protein DnaJ 1	dnaJ1 Rv0352 MTCY13E10.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	395
P9WNW1	reviewed	DNAG_MYCTU	DNA primase (EC 2.7.7.101)	dnaG Rv2343c MTCY98.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	639
P9WNW3	reviewed	DNAA_MYCTU	Chromosomal replication initiator protein DnaA	dnaA Rv0001 MTV029.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	507
P9WNX3	reviewed	SERA_MYCTU	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	serA Rv2996c MTV012.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	528
P9WNY9	reviewed	MENJ_MYCTU	Menaquinone reductase (MK reductase) (EC 1.3.99.38)	menJ Rv0561c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	408
P9WNZ5	reviewed	DESA2_MYCTU	Putative acyl-[acyl-carrier-protein] desaturase DesA2 (Putative acyl-ACP desaturase DesA2) (EC 1.14.19.-)	desA2 Rv1094	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	275
P9WNZ7	reviewed	DESA1_MYCTU	Putative acyl-[acyl-carrier-protein] desaturase DesA1 (Putative acyl-ACP desaturase DesA1) (EC 1.14.19.-)	desA1 des Rv0824c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	338
P9WP33	reviewed	CYSO_MYCTU	Sulfur carrier protein CysO (9.5 kDa culture filtrate antigen cfp10A)	cysO cfp10A Rv1335 MTCY130.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93
P9WP37	reviewed	QCRB_MYCTU	Cytochrome bc1 complex cytochrome b subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrB) (Ubiquinol--cytochrome c reductase cytochrome b subunit)	qcrB Rv2196 MTCY190.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	549
P9WP41	reviewed	CULP2_MYCTU	Probable carboxylesterase Culp2 (EC 3.1.1.-) (CFP25) (Cutinase-like protein 2) (Culp2)	cut2 Rv2301 MTCY339.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230
P9WP51	reviewed	Y1077_MYCTU	Probable cystathionine beta-synthase Rv1077 (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	cbs Rv1077	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	464
P9WP69	reviewed	COX2_MYCTU	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome aa3 subunit 2) (Cytochrome c oxidase polypeptide II) (Mtb92)	ctaC Rv2200c MTCY190.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	363
P9WP77	reviewed	FBIC_MYCTU	FO synthase [Includes: 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase (EC 4.3.1.32); 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase (EC 2.5.1.147)]	fbiC Rv1173	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	856
P9WPB1	reviewed	MMAA1_MYCTU	Mycolic acid methyltransferase MmaA1 (EC 2.1.1.-) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	mmaA1 mma1 Rv0645c MTCY20H10.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	286
P9WPB9	reviewed	CLPX_MYCTU	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX Rv2457c MTV008.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	426
P9WPC3	reviewed	CLPP2_MYCTU	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	clpP2 Rv2460c MTV008.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	214
P9WPC5	reviewed	CLPP1_MYCTU	ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)	clpP1 clpP Rv2461c MTV008.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	200
P9WPC9	reviewed	CLPC1_MYCTU	ATP-dependent Clp protease ATP-binding subunit ClpC1	clpC1 Rv3596c MTCY07H7B.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	848
P9WPF5	reviewed	PKS10_MYCTU	Polyketide synthase-like Pks10 (EC 2.3.1.-) (Chalcone synthase-like protein) (CHS-like) (Polyketide synthase type III Pks10)	pks10 Rv1660	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	353
P9WPF7	reviewed	CDSA_MYCTU	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA Rv2881c MTCY274.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	328
P9WPF9	reviewed	CDTS_MYCTU	Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21) (Cyclodipeptide synthase) (CDPS) (Cyclodityrosine synthase)	Rv2275	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	289
P9WPH1	reviewed	RIBD_MYCTU	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD ribG Rv1409 MTCY21B4.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	339
P9WPI3	reviewed	ECCA3_MYCTU	ESX-3 secretion system protein EccA3 (ESX conserved component A3) (Type VII secretion system protein EccA3) (T7SS protein EccA3)	eccA3 Rv0282 MTV035.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	631
P9WPJ1	reviewed	CAS6_MYCTU	CRISPR-associated endoribonuclease Cas6 (EC 3.1.-.-)	cas6 Rv2824c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314
P9WPJ7	reviewed	MTCA1_MYCTU	Beta-carbonic anhydrase 1 (Beta-CA 1) (EC 4.2.1.1) (Carbonate dehydratase 1) (mtCA 1)	mtcA1 canA Rv1284 MTCY373.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	163
P9WPK5	reviewed	CARA_MYCTU	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	carA Rv1383 MTCY02B12.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	376
P9WPN5	reviewed	CP130_MYCTU	Cytochrome P450 130 (EC 1.14.-.-)	cyp130 Rv1256c MTCY50.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	405
P9WPQ3	reviewed	ACCA1_MYCTU	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit [Includes: Biotin carboxylase (BC) (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]	accA1 bccA Rv2501c MTCY07A7.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	654
P9WPQ7	reviewed	BIOB_MYCTU	Biotin synthase (EC 2.8.1.6)	bioB Rv1589 MTCY336.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	349
P9WPU7	reviewed	ATPA_MYCTU	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA Rv1308 MTCY373.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	549
